session_id,order_id,variant,device_type,user_type,product_category,order_value_eur,products_in_order,conversion_time_hours
126878,ORD201229,B,desktop,new,sofa,1640.9254999999998,2,10.55
126880,ORD201230,A,mobile,returning,lighting,287.84,3,6.88
126881,ORD201231,B,mobile,returning,decor,191.90949999999998,2,4.36
126886,ORD201232,A,mobile,new,sofa,870.31,1,6.84
126893,ORD201233,A,mobile,new,sofa,927.4,1,6.34
126907,ORD201234,A,desktop,returning,dining,1200.0,1,5.14
126918,ORD201235,A,mobile,new,decor,82.04,2,29.56
126958,ORD201236,A,desktop,returning,bed,1800.0,1,99.69
126960,ORD201237,A,mobile,returning,bed,767.47,1,4.16
126965,ORD201238,B,desktop,new,decor,69.654,1,21.24
126966,ORD201239,A,desktop,returning,dining,921.45,1,42.46
126969,ORD201240,A,mobile,returning,bed,843.48,2,1.45
126985,ORD201241,A,desktop,new,lighting,136.59,1,14.07
127036,ORD201242,B,desktop,returning,dining,411.49249999999995,1,53.7
127081,ORD201243,A,mobile,returning,lighting,150.28,2,0.3
127085,ORD201244,B,mobile,returning,sofa,1739.3169999999998,1,24.94
127101,ORD201245,B,mobile,new,bed,1710.0,1,13.95
127104,ORD201246,B,mobile,returning,lighting,380.0,1,7.92
127120,ORD201247,A,mobile,returning,decor,118.29,1,38.14
127177,ORD201248,B,desktop,returning,sofa,702.7624999999999,1,0.67
127209,ORD201249,A,desktop,new,bed,1800.0,2,11.35
127242,ORD201250,B,tablet,returning,sofa,1873.8654999999999,1,93.77
127261,ORD201251,A,mobile,new,lighting,249.03,1,50.78
127281,ORD201252,A,mobile,returning,bed,1800.0,1,6.56
127295,ORD201253,A,tablet,returning,lighting,188.74,1,33.76
127298,ORD201254,A,tablet,returning,lighting,150.5,1,8.16
127310,ORD201255,B,mobile,new,dining,1140.0,1,0.72
127321,ORD201256,A,desktop,returning,decor,103.44,1,32.08
127347,ORD201257,A,desktop,returning,bed,620.92,1,14.65
127373,ORD201258,A,desktop,returning,bed,1800.0,1,6.0
127374,ORD201259,A,mobile,returning,sofa,2500.0,1,7.76
127383,ORD201260,A,desktop,returning,bed,1327.03,1,17.83
127384,ORD201261,A,desktop,returning,bed,959.36,2,4.74
127398,ORD201262,B,desktop,returning,dining,285.0,1,41.5
127404,ORD201263,A,mobile,new,lighting,139.28,2,20.63
127424,ORD201264,B,desktop,new,lighting,248.368,1,19.2
127446,ORD201265,A,mobile,returning,dining,848.06,1,54.94
127461,ORD201266,A,desktop,new,sofa,1415.02,1,11.31
127474,ORD201267,A,mobile,new,bed,1103.8,1,0.05
127490,ORD201268,A,desktop,returning,sofa,1896.71,1,3.96
127493,ORD201269,B,mobile,new,sofa,910.3944999999999,1,0.71
127506,ORD201270,B,mobile,new,sofa,1435.6875,1,4.31
127546,ORD201271,B,mobile,returning,dining,644.9549999999999,3,4.1
127553,ORD201272,B,desktop,returning,dining,1140.0,1,13.25
127555,ORD201273,B,desktop,returning,bed,658.312,1,29.67
127575,ORD201274,A,desktop,new,sofa,918.83,2,17.18
127593,ORD201275,B,tablet,returning,lighting,236.3315,1,56.91
127632,ORD201276,A,desktop,returning,decor,58.87,1,0.05
127647,ORD201277,A,mobile,returning,sofa,884.89,1,1.52
127696,ORD201278,A,desktop,new,dining,459.01,1,53.71
127710,ORD201279,A,mobile,new,dining,607.4,1,15.53
127727,ORD201280,A,tablet,returning,dining,757.8,1,0.76
127747,ORD201281,A,mobile,new,sofa,2429.7,3,6.43
127752,ORD201282,B,mobile,new,dining,902.0629999999999,1,3.02
127773,ORD201283,A,desktop,returning,decor,202.66,1,44.69
127848,ORD201284,A,mobile,new,lighting,400.0,1,7.02
127852,ORD201285,A,mobile,returning,decor,250.0,1,1.8
127896,ORD201286,B,desktop,new,sofa,1038.9485,1,14.64
127900,ORD201287,B,desktop,new,sofa,1011.56,1,36.57
127902,ORD201288,B,desktop,new,decor,210.08299999999997,2,2.59
127909,ORD201289,B,desktop,returning,dining,722.0474999999999,1,12.61
127917,ORD201290,B,mobile,returning,sofa,1687.447,2,21.45
127934,ORD201291,B,mobile,returning,bed,1502.33,1,10.95
127954,ORD201292,B,mobile,new,decor,142.861,1,7.74
127972,ORD201293,B,desktop,new,lighting,156.10399999999998,2,4.04
127978,ORD201294,B,desktop,new,bed,900.8375,2,8.19
127988,ORD201295,A,mobile,new,bed,1178.56,1,8.78
128001,ORD201296,A,desktop,returning,dining,1045.22,2,34.7
128017,ORD201297,A,desktop,returning,bed,634.59,1,1.79
128049,ORD201298,A,desktop,returning,lighting,264.55,1,3.54
128084,ORD201299,A,tablet,new,lighting,400.0,1,0.9
128087,ORD201300,A,desktop,new,dining,674.32,1,11.78
128126,ORD201301,B,desktop,new,lighting,212.3345,2,16.82
128128,ORD201302,A,mobile,new,dining,605.29,1,0.0
128131,ORD201303,A,mobile,new,bed,682.25,1,1.56
128155,ORD201304,B,desktop,returning,lighting,157.3105,1,9.41
128187,ORD201305,A,desktop,returning,sofa,1158.54,2,20.23
128207,ORD201306,A,mobile,new,dining,440.06,1,18.14
128253,ORD201307,A,mobile,new,lighting,335.16,1,17.93
128281,ORD201308,A,desktop,returning,bed,706.69,2,33.0
128345,ORD201309,B,desktop,returning,dining,702.9334999999999,2,2.58
128358,ORD201310,B,mobile,returning,decor,84.91099999999999,2,14.76
128359,ORD201311,B,tablet,new,dining,1140.0,1,37.8
128361,ORD201312,B,mobile,returning,sofa,2375.0,1,22.51
128364,ORD201313,B,desktop,returning,bed,1246.5995,1,1.3
128382,ORD201314,A,mobile,new,lighting,171.66,1,8.88
128423,ORD201315,B,desktop,returning,decor,138.35799999999998,2,12.63
128441,ORD201316,B,desktop,returning,dining,285.0,1,13.47
128457,ORD201317,B,tablet,returning,sofa,1068.598,1,44.97
128491,ORD201318,A,mobile,returning,decor,123.88,1,6.42
128524,ORD201319,A,desktop,returning,bed,1587.92,1,41.69
128564,ORD201320,A,mobile,returning,bed,990.14,1,13.32
128566,ORD201321,A,desktop,returning,lighting,198.98,1,2.58
128609,ORD201322,B,desktop,returning,dining,740.3824999999999,1,15.96
128629,ORD201323,B,mobile,returning,decor,100.35799999999999,1,58.7
128632,ORD201324,A,desktop,returning,sofa,1068.5,1,21.9
128642,ORD201325,A,desktop,returning,sofa,2176.16,1,2.81
128660,ORD201326,A,desktop,returning,lighting,273.8,1,6.21
128666,ORD201327,A,mobile,new,decor,68.63,1,7.81
128668,ORD201328,A,desktop,new,sofa,1987.29,1,3.63
128682,ORD201329,B,mobile,returning,sofa,2375.0,2,66.15
128722,ORD201330,A,mobile,returning,bed,1140.86,1,53.33
128731,ORD201331,B,desktop,new,dining,727.016,2,8.0
128746,ORD201332,A,desktop,returning,sofa,1429.23,2,18.57
128758,ORD201333,A,mobile,returning,bed,1479.58,2,13.32
128778,ORD201334,A,desktop,returning,bed,966.47,2,8.98
128795,ORD201335,A,desktop,returning,dining,447.61,2,25.6
128806,ORD201336,A,mobile,new,dining,1200.0,1,16.44
128811,ORD201337,B,desktop,returning,bed,633.0514999999999,2,9.36
128852,ORD201338,B,desktop,new,bed,1218.1564999999998,2,33.12
128934,ORD201339,A,mobile,new,lighting,204.17,1,2.9
128948,ORD201340,B,desktop,returning,sofa,1988.768,3,20.09
128958,ORD201341,A,desktop,returning,lighting,289.19,1,43.24
128960,ORD201342,B,desktop,new,decor,237.5,1,1.03
128972,ORD201343,B,mobile,returning,decor,149.3875,2,75.27
129009,ORD201344,B,mobile,new,sofa,2128.4084999999995,1,7.97
129013,ORD201345,B,desktop,returning,lighting,198.778,2,1.22
129047,ORD201346,B,mobile,new,decor,87.0675,1,5.61
129059,ORD201347,B,mobile,returning,decor,65.6925,2,62.96
129067,ORD201348,A,mobile,returning,sofa,2500.0,3,17.66
129120,ORD201349,A,desktop,returning,bed,822.36,1,7.94
129125,ORD201350,B,desktop,returning,decor,81.966,1,78.91
129135,ORD201351,A,desktop,returning,sofa,1360.6,1,8.72
129150,ORD201352,A,tablet,returning,sofa,1695.72,1,2.4
129161,ORD201353,B,desktop,new,decor,199.101,1,10.55
129200,ORD201354,B,desktop,returning,bed,1710.0,1,1.43
129212,ORD201355,B,mobile,returning,bed,1043.0240000000001,1,0.8
129220,ORD201356,B,desktop,new,bed,1230.5255,1,15.58
129242,ORD201357,B,desktop,new,lighting,98.53399999999999,1,27.91
129279,ORD201358,A,mobile,returning,dining,1037.29,1,14.71
129289,ORD201359,B,desktop,returning,decor,177.74499999999998,1,15.54
129298,ORD201360,A,desktop,new,decor,127.31,1,38.75
129299,ORD201361,B,desktop,new,decor,195.57649999999998,2,2.54
129307,ORD201362,A,desktop,new,lighting,400.0,2,5.53
129311,ORD201363,A,mobile,new,lighting,383.05,1,6.33
129313,ORD201364,A,desktop,new,lighting,91.7,2,1.61
129353,ORD201365,A,desktop,returning,sofa,2322.83,2,17.12
129372,ORD201366,A,mobile,returning,decor,113.96,1,22.72
129381,ORD201367,B,tablet,returning,dining,942.9319999999999,1,0.88
129394,ORD201368,A,mobile,returning,decor,65.04,1,12.37
129401,ORD201369,A,tablet,returning,lighting,400.0,1,23.57
129424,ORD201370,B,mobile,returning,lighting,142.4525,1,11.57
129447,ORD201371,B,desktop,new,decor,77.39649999999999,2,17.59
129485,ORD201372,B,desktop,returning,bed,851.2475,2,6.69
129545,ORD201373,B,mobile,returning,bed,1674.926,1,14.94
129549,ORD201374,A,desktop,returning,dining,556.96,1,15.35
129566,ORD201375,A,desktop,returning,sofa,1361.39,1,1.72
129582,ORD201376,B,mobile,new,bed,709.764,3,2.96
129593,ORD201377,B,desktop,new,decor,103.4455,1,3.94
129624,ORD201378,A,tablet,returning,sofa,1880.6,2,1.64
129636,ORD201379,B,mobile,returning,bed,1710.0,1,88.5
129653,ORD201380,A,desktop,new,sofa,600.0,2,19.8
129658,ORD201381,A,mobile,returning,dining,471.52,1,84.67
129677,ORD201382,B,desktop,returning,decor,96.20649999999999,1,0.55
129700,ORD201383,B,desktop,returning,sofa,2366.7445,1,25.29
129715,ORD201384,A,mobile,returning,sofa,1297.57,1,54.68
129725,ORD201385,B,mobile,returning,lighting,319.941,1,4.36
129739,ORD201386,A,mobile,returning,lighting,264.61,1,62.9
129788,ORD201387,A,desktop,returning,sofa,1889.47,1,27.58
129798,ORD201388,A,desktop,new,lighting,197.68,1,5.33
129827,ORD201389,A,tablet,new,sofa,836.49,2,10.93
129868,ORD201390,B,desktop,new,decor,89.1385,1,27.78
129892,ORD201391,A,desktop,returning,decor,140.41,1,14.86
129911,ORD201392,A,mobile,new,bed,954.35,1,12.54
129936,ORD201393,A,desktop,new,dining,716.18,1,18.33
129937,ORD201394,A,mobile,new,bed,1338.0,1,11.45
129985,ORD201395,B,mobile,returning,dining,712.5,2,17.51
130002,ORD201396,A,desktop,new,bed,803.48,2,12.95
130036,ORD201397,A,tablet,returning,dining,864.19,2,0.11
130067,ORD201398,A,mobile,returning,sofa,1553.03,1,8.87
130070,ORD201399,A,desktop,returning,decor,149.29,1,35.28
130071,ORD201400,A,mobile,new,lighting,170.07,1,17.38
130097,ORD201401,B,mobile,new,bed,1280.3625,1,6.41
130134,ORD201402,A,mobile,returning,dining,1200.0,1,52.13
130136,ORD201403,B,mobile,returning,dining,1140.0,1,17.49
130142,ORD201404,A,mobile,new,sofa,1661.9,1,7.71
130181,ORD201405,A,mobile,returning,dining,1200.0,1,6.41
130189,ORD201406,A,desktop,returning,dining,662.81,1,129.46
130200,ORD201407,B,mobile,returning,sofa,2207.382,1,19.19
130206,ORD201408,B,desktop,new,lighting,251.64549999999997,2,2.9
130228,ORD201409,B,desktop,new,decor,180.1295,1,2.64
130243,ORD201410,A,desktop,returning,bed,463.33,1,23.81
130281,ORD201411,B,mobile,new,lighting,179.417,3,18.51
130328,ORD201412,A,mobile,returning,dining,550.56,3,49.96
130334,ORD201413,B,desktop,returning,bed,927.5135,1,3.07
130351,ORD201414,B,mobile,returning,dining,875.3014999999999,1,70.48
130358,ORD201415,A,mobile,returning,sofa,2500.0,1,27.35
130406,ORD201416,B,desktop,returning,decor,69.8345,1,56.88
130410,ORD201417,B,mobile,new,sofa,2375.0,1,2.96
130427,ORD201418,A,mobile,returning,decor,250.0,2,43.62
130433,ORD201419,A,mobile,new,lighting,148.53,1,42.44
130437,ORD201420,B,mobile,returning,dining,908.8174999999999,1,34.97
130452,ORD201421,A,desktop,returning,sofa,985.75,1,14.47
130473,ORD201422,A,desktop,returning,bed,1800.0,1,6.26
130480,ORD201423,A,desktop,new,lighting,235.98,1,0.5
130481,ORD201424,A,mobile,new,bed,1800.0,1,3.94
130488,ORD201425,B,mobile,new,dining,764.5409999999999,2,18.88
130504,ORD201426,B,mobile,returning,sofa,2242.0475,3,43.56
130510,ORD201427,A,mobile,returning,decor,232.85,1,31.67
130523,ORD201428,B,mobile,new,sofa,759.5724999999999,3,1.88
130545,ORD201429,B,mobile,new,decor,117.838,1,53.8
130570,ORD201430,B,mobile,returning,sofa,2317.924,2,2.17
130576,ORD201431,B,mobile,new,dining,1140.0,3,40.75
130587,ORD201432,A,desktop,new,lighting,120.13,1,14.15
130615,ORD201433,B,desktop,returning,bed,1089.099,1,39.88
130631,ORD201434,B,desktop,new,lighting,380.0,1,5.24
130632,ORD201435,B,desktop,returning,dining,539.9515,1,0.76
130635,ORD201436,A,desktop,returning,bed,1800.0,1,16.08
130641,ORD201437,B,mobile,returning,sofa,1844.577,2,34.46
130723,ORD201438,A,mobile,new,bed,1800.0,1,8.39
130734,ORD201439,B,desktop,new,sofa,708.0825,1,23.93
130736,ORD201440,B,mobile,returning,sofa,1226.3455000000001,3,12.01
130756,ORD201441,B,mobile,new,bed,759.468,1,5.81
130769,ORD201442,B,mobile,returning,bed,518.928,1,3.96
130792,ORD201443,B,desktop,returning,decor,80.883,1,55.2
130804,ORD201444,A,tablet,returning,decor,186.12,1,28.14
130839,ORD201445,A,mobile,new,dining,769.05,1,2.56
130868,ORD201446,A,tablet,returning,decor,250.0,3,28.89
130889,ORD201447,A,mobile,new,decor,141.67,2,4.97
130908,ORD201448,B,desktop,new,sofa,1543.9495,1,27.51
130933,ORD201449,A,mobile,returning,decor,98.42,2,2.4
130965,ORD201450,B,mobile,returning,bed,829.1125,2,0.56
130993,ORD201451,A,mobile,new,dining,595.54,1,0.8
131001,ORD201452,A,mobile,returning,sofa,1361.67,1,15.96
131046,ORD201453,A,mobile,returning,decor,250.0,2,44.57
131058,ORD201454,A,desktop,new,lighting,288.48,1,0.14
131060,ORD201455,A,tablet,new,dining,776.3,1,16.44
131063,ORD201456,A,desktop,new,sofa,2500.0,1,8.0
131080,ORD201457,A,tablet,new,sofa,2500.0,3,8.6
131133,ORD201458,A,desktop,new,decor,154.71,1,10.14
131170,ORD201459,A,mobile,new,lighting,83.29,2,20.34
131182,ORD201460,B,mobile,returning,decor,94.43,1,25.04
131189,ORD201461,B,mobile,new,lighting,165.1195,1,13.02
131200,ORD201462,B,desktop,new,sofa,1575.6415,1,13.0
131276,ORD201463,B,desktop,returning,decor,98.781,2,4.27
131367,ORD201464,B,mobile,returning,sofa,2253.9035,1,2.07
131368,ORD201465,A,mobile,new,dining,1052.37,1,86.33
131397,ORD201466,A,mobile,returning,bed,773.63,1,36.32
131402,ORD201467,B,mobile,returning,decor,221.9485,1,37.41
131420,ORD201468,A,mobile,returning,dining,855.72,2,2.79
131430,ORD201469,A,desktop,returning,bed,574.28,1,21.22
131470,ORD201470,A,mobile,returning,dining,858.68,1,46.92
131502,ORD201471,A,desktop,returning,decor,39.01,1,8.59
131503,ORD201472,B,desktop,returning,decor,156.59799999999998,1,8.83
131507,ORD201473,A,mobile,new,bed,1287.33,1,27.05
131544,ORD201474,B,mobile,new,lighting,178.84699999999998,1,8.99
131591,ORD201475,B,desktop,new,decor,69.47349999999999,1,5.44
131602,ORD201476,B,tablet,new,decor,71.136,1,11.17
131649,ORD201477,B,mobile,returning,dining,787.2365,1,35.44
131650,ORD201478,A,desktop,returning,decor,100.65,2,52.29
131651,ORD201479,B,mobile,returning,bed,439.109,1,2.52
131690,ORD201480,A,desktop,returning,lighting,311.21,2,18.96
131724,ORD201481,A,mobile,returning,sofa,600.0,3,6.44
131764,ORD201482,A,mobile,new,sofa,600.0,1,11.53
131773,ORD201483,A,mobile,returning,bed,1339.01,1,59.11
131779,ORD201484,A,desktop,returning,bed,400.0,3,21.95
131822,ORD201485,A,desktop,returning,bed,424.0,1,3.22
131834,ORD201486,B,mobile,returning,lighting,294.4335,1,7.06
131858,ORD201487,B,desktop,returning,lighting,311.4385,1,36.18
131880,ORD201488,A,mobile,returning,dining,662.4,2,15.63
131927,ORD201489,A,desktop,returning,dining,860.41,1,35.31
131937,ORD201490,A,mobile,new,dining,1056.39,1,1.35
131991,ORD201491,A,mobile,returning,sofa,1096.78,2,50.95
132051,ORD201492,A,desktop,new,lighting,101.35,1,8.19
132061,ORD201493,B,mobile,new,dining,601.6825,1,25.64
132089,ORD201494,B,mobile,returning,lighting,220.9795,1,1.39
132124,ORD201495,A,mobile,returning,sofa,1290.16,1,61.11
132161,ORD201496,A,mobile,returning,lighting,235.69,1,25.7
132167,ORD201497,B,mobile,returning,lighting,234.213,1,7.06
132183,ORD201498,B,desktop,returning,dining,872.1474999999999,1,32.12
132184,ORD201499,A,desktop,returning,lighting,400.0,1,50.76
132223,ORD201500,B,mobile,returning,sofa,791.483,1,6.61
132267,ORD201501,A,mobile,returning,sofa,1811.57,1,5.97
132310,ORD201502,B,desktop,new,lighting,104.6805,1,15.73
132324,ORD201503,A,desktop,new,lighting,142.42,2,4.4
132330,ORD201504,B,mobile,new,decor,237.5,1,7.99
132335,ORD201505,A,desktop,returning,bed,1679.69,1,75.22
132350,ORD201506,A,mobile,returning,decor,43.67,1,1.43
132354,ORD201507,B,tablet,returning,dining,591.4034999999999,1,5.15
132355,ORD201508,A,mobile,returning,decor,100.02,1,42.24
132374,ORD201509,B,desktop,new,bed,1346.264,2,4.17
132409,ORD201510,B,desktop,new,dining,449.179,3,9.42
132410,ORD201511,A,desktop,new,decor,66.67,1,5.84
132425,ORD201512,A,mobile,returning,decor,155.7,1,5.1
132436,ORD201513,A,desktop,returning,decor,124.02,2,25.18
132461,ORD201514,A,desktop,returning,sofa,2500.0,1,23.03
132543,ORD201515,B,desktop,returning,bed,1710.0,1,18.45
132559,ORD201516,B,mobile,returning,bed,887.5185,1,4.16
132587,ORD201517,B,mobile,returning,bed,1229.1860000000001,1,92.59
132591,ORD201518,B,mobile,returning,decor,84.341,1,2.9
132645,ORD201519,A,mobile,returning,sofa,1199.5,2,6.91
132663,ORD201520,A,desktop,new,decor,100.33,2,5.17
132689,ORD201521,B,mobile,new,sofa,803.054,2,10.11
132718,ORD201522,A,mobile,returning,dining,901.99,1,33.76
132731,ORD201523,A,desktop,returning,bed,496.56,1,44.33
132788,ORD201524,A,mobile,returning,lighting,153.05,1,0.07
132822,ORD201525,A,mobile,new,dining,624.32,1,0.31
132825,ORD201526,B,mobile,returning,decor,108.18599999999999,3,93.44
132846,ORD201527,B,desktop,returning,bed,689.89,3,20.7
132857,ORD201528,B,desktop,new,bed,766.365,1,1.9
132858,ORD201529,A,mobile,returning,dining,1200.0,2,4.46
132889,ORD201530,A,desktop,new,sofa,1739.89,1,16.43
132890,ORD201531,B,mobile,returning,bed,1351.4985000000001,1,33.41
132910,ORD201532,B,tablet,returning,bed,1451.258,1,8.61
132935,ORD201533,B,mobile,returning,sofa,2375.0,1,3.51
132972,ORD201534,A,desktop,new,bed,1180.59,1,40.5
133002,ORD201535,B,tablet,returning,dining,760.095,1,25.19
133059,ORD201536,B,mobile,new,dining,304.42749999999995,3,3.54
133087,ORD201537,B,desktop,returning,dining,976.7044999999998,1,33.41
133104,ORD201538,B,desktop,new,decor,182.001,1,8.0
133125,ORD201539,A,mobile,returning,lighting,157.14,2,1.5
133135,ORD201540,A,desktop,new,sofa,1166.62,1,0.19
133142,ORD201541,A,desktop,new,lighting,198.93,1,14.57
133154,ORD201542,B,mobile,new,decor,123.937,1,9.8
133178,ORD201543,B,desktop,returning,decor,104.75649999999999,2,13.37
133190,ORD201544,B,mobile,returning,lighting,308.2085,1,46.03
133195,ORD201545,B,mobile,returning,sofa,570.0,1,4.98
133208,ORD201546,B,desktop,new,dining,297.236,2,17.86
133213,ORD201547,A,desktop,returning,decor,250.0,2,26.69
133230,ORD201548,A,desktop,returning,sofa,1354.63,1,2.67
133295,ORD201549,B,mobile,returning,bed,795.4254999999999,3,3.21
133331,ORD201550,B,desktop,returning,bed,1710.0,1,3.05
133333,ORD201551,A,mobile,new,sofa,2500.0,2,11.54
133424,ORD201552,A,mobile,returning,sofa,833.98,1,11.99
133485,ORD201553,B,desktop,returning,bed,1389.4795,1,38.33
133487,ORD201554,A,tablet,new,decor,69.24,2,0.77
133500,ORD201555,B,desktop,returning,decor,186.67499999999998,2,21.73
133524,ORD201556,B,mobile,returning,dining,395.0005,1,6.09
133527,ORD201557,A,mobile,returning,sofa,1557.93,1,45.04
133544,ORD201558,B,mobile,new,bed,1423.1095,2,4.22
133557,ORD201559,A,mobile,returning,bed,1800.0,1,3.94
133558,ORD201560,A,desktop,returning,dining,812.23,1,33.11
133579,ORD201561,A,mobile,new,bed,571.53,2,23.48
133590,ORD201562,B,mobile,returning,sofa,1287.687,2,23.32
133603,ORD201563,A,desktop,new,sofa,1316.44,2,24.84
133611,ORD201564,A,mobile,returning,bed,1436.96,2,10.28
133653,ORD201565,B,mobile,new,sofa,2375.0,1,30.97
133657,ORD201566,A,desktop,new,lighting,240.34,1,5.98
133675,ORD201567,B,mobile,returning,decor,78.204,2,4.72
133695,ORD201568,B,desktop,returning,dining,285.0,1,12.35
133726,ORD201569,A,mobile,returning,lighting,154.1,1,2.59
133730,ORD201570,A,tablet,returning,sofa,1167.73,2,21.37
133761,ORD201571,A,desktop,returning,decor,131.8,1,96.0
133817,ORD201572,A,desktop,returning,sofa,1166.45,2,11.78
133830,ORD201573,A,mobile,returning,decor,77.19,1,7.38
133873,ORD201574,B,desktop,new,dining,682.062,2,9.03
133885,ORD201575,B,desktop,new,lighting,336.965,1,2.57
133900,ORD201576,B,desktop,new,dining,1140.0,1,1.81
133919,ORD201577,B,desktop,new,sofa,1909.4334999999999,1,7.22
133930,ORD201578,A,desktop,returning,sofa,2500.0,1,36.9
133948,ORD201579,B,mobile,new,dining,628.615,1,2.35
133955,ORD201580,B,mobile,new,decor,145.3595,1,1.9
133985,ORD201581,A,mobile,returning,sofa,2500.0,1,8.67
133993,ORD201582,B,mobile,returning,sofa,2375.0,1,10.15
134007,ORD201583,A,desktop,returning,dining,559.66,1,7.2
134036,ORD201584,B,mobile,new,sofa,1041.4755,1,11.11
134077,ORD201585,B,desktop,new,decor,95.75999999999999,2,7.76
134079,ORD201586,B,mobile,returning,sofa,1438.7275,2,35.72
134086,ORD201587,A,mobile,returning,bed,1122.25,3,1.43
134106,ORD201588,A,mobile,new,dining,694.55,1,12.68
134112,ORD201589,B,mobile,returning,sofa,570.0,2,25.63
134122,ORD201590,A,desktop,new,decor,183.63,1,2.43
134140,ORD201591,A,desktop,returning,lighting,400.0,2,10.46
134193,ORD201592,A,mobile,returning,dining,1200.0,1,1.64
134195,ORD201593,A,mobile,returning,sofa,2500.0,1,35.72
134213,ORD201594,B,tablet,new,decor,145.48299999999998,1,4.81
134249,ORD201595,A,mobile,new,bed,693.07,2,1.56
134282,ORD201596,B,desktop,new,decor,126.1125,1,4.39
134304,ORD201597,B,desktop,new,lighting,353.495,2,20.29
134334,ORD201598,A,desktop,returning,sofa,1510.68,1,23.4
134373,ORD201599,B,mobile,new,bed,402.8855,2,8.34
134385,ORD201600,A,desktop,new,dining,777.48,1,18.84
134392,ORD201601,B,mobile,new,bed,918.137,3,12.1
134409,ORD201602,B,desktop,returning,sofa,1580.2585,2,34.16
134432,ORD201603,B,desktop,new,sofa,1211.611,2,1.39
134456,ORD201604,A,desktop,returning,lighting,194.19,2,4.73
134476,ORD201605,B,mobile,new,sofa,2375.0,1,2.89
134485,ORD201606,B,mobile,returning,decor,173.375,2,2.82
134494,ORD201607,B,desktop,new,decor,104.576,1,2.96
134561,ORD201608,B,mobile,returning,dining,625.3755,1,69.2
134565,ORD201609,A,mobile,returning,lighting,251.91,1,3.32
134570,ORD201610,A,mobile,new,bed,931.15,2,23.72
134612,ORD201611,A,mobile,new,decor,199.91,2,4.68
134697,ORD201612,B,mobile,new,bed,1546.657,2,19.41
134701,ORD201613,A,tablet,new,decor,108.99,1,1.53
134704,ORD201614,B,desktop,new,lighting,188.974,2,8.46
134744,ORD201615,A,desktop,new,dining,1200.0,1,13.5
134755,ORD201616,A,desktop,returning,bed,1331.26,1,7.06
134776,ORD201617,B,desktop,returning,lighting,380.0,1,8.12
134777,ORD201618,B,mobile,returning,decor,114.0095,1,4.53
134779,ORD201619,A,desktop,returning,sofa,1614.19,1,34.34
134794,ORD201620,B,desktop,returning,decor,58.824,2,62.34
134810,ORD201621,A,desktop,returning,sofa,1112.23,1,11.8
134866,ORD201622,A,desktop,new,dining,539.87,1,5.38
134906,ORD201623,A,mobile,returning,decor,138.37,2,5.16
134917,ORD201624,A,desktop,new,sofa,1218.49,1,0.48
134921,ORD201625,A,desktop,new,bed,1137.74,1,12.12
134964,ORD201626,B,desktop,new,lighting,109.40199999999999,2,3.19
134983,ORD201627,B,desktop,returning,dining,869.4495,2,63.06
134997,ORD201628,A,desktop,returning,dining,684.61,2,14.92
135008,ORD201629,B,desktop,new,sofa,860.453,1,5.09
135022,ORD201630,B,desktop,new,dining,684.7125,1,35.43
135026,ORD201631,A,desktop,returning,decor,65.93,1,42.67
135041,ORD201632,A,desktop,returning,dining,602.71,1,29.83
135051,ORD201633,B,mobile,returning,decor,41.4105,1,5.79
135056,ORD201634,A,mobile,new,decor,107.7,1,9.82
135064,ORD201635,A,desktop,new,sofa,2500.0,1,9.94
135108,ORD201636,A,desktop,new,sofa,1929.0,1,17.6
135114,ORD201637,A,mobile,returning,decor,250.0,1,25.91
135131,ORD201638,A,mobile,new,sofa,1434.94,2,5.54
135141,ORD201639,B,tablet,returning,sofa,1985.8134999999997,1,17.92
135144,ORD201640,A,mobile,returning,lighting,273.93,1,4.83
135148,ORD201641,A,desktop,returning,sofa,2500.0,1,3.33
135152,ORD201642,A,desktop,new,sofa,647.57,1,0.92
135166,ORD201643,A,desktop,new,sofa,1160.79,1,5.11
135179,ORD201644,B,mobile,returning,decor,43.89,3,49.78
135184,ORD201645,A,mobile,new,dining,667.9,1,16.1
135187,ORD201646,B,desktop,new,lighting,204.27849999999998,2,16.3
135195,ORD201647,B,mobile,returning,decor,138.38649999999998,2,14.59
135197,ORD201648,A,mobile,returning,dining,1200.0,1,13.15
135202,ORD201649,A,mobile,returning,dining,1200.0,1,5.25
135207,ORD201650,A,mobile,new,bed,1656.0,1,5.68
135218,ORD201651,B,mobile,returning,sofa,848.1694999999999,1,41.85
135225,ORD201652,A,mobile,returning,sofa,1249.21,1,27.91
135233,ORD201653,B,desktop,new,sofa,999.3525,1,7.8
135264,ORD201654,B,mobile,returning,sofa,570.0,2,0.19
135266,ORD201655,A,desktop,returning,sofa,2500.0,1,3.94
135271,ORD201656,A,desktop,returning,decor,250.0,2,32.49
135297,ORD201657,A,mobile,returning,decor,105.28,1,30.08
135310,ORD201658,B,desktop,returning,sofa,2023.481,2,45.84
135392,ORD201659,A,desktop,returning,bed,894.45,1,3.68
135411,ORD201660,A,mobile,returning,dining,908.1,2,158.86
135467,ORD201661,A,mobile,returning,sofa,871.79,1,24.97
135472,ORD201662,A,tablet,returning,decor,112.56,1,6.05
135520,ORD201663,B,mobile,new,bed,1316.5004999999999,1,5.57
135527,ORD201664,A,desktop,new,dining,334.56,1,8.83
